,Place
528,"লক্নৌ
"
529,"আহমদনগর
"
530,"খগড়িয়া
"
531,"মীরাঠ
"
532,"ফতুহা
"
533,"রুদ্রপ্রয়াগ
"
534,"জয়নগর
"
535,"ডিব্রুগড়
"
536,"মধুবনী
"
537,"খুর্জা
"
538,"বিজয়বাড়া
"
539,"গিরিডি
"
540,"লাদাখ
"
541,"দেবরিয়া
"
542,"চিকম্যাঙ্গালোর
"
543,"রায়চুর
"
544,"দেরাদুন
"
545,"বস্তি
"
546,"শিলং
"
547,"হরদোই
"
548,"রতলাম
"
549,"বেগুসরাই
"
550,"কটক
"
551,"রাজৌরী
"
552,"পাবাপুরী
"
553,"গোড্ডা
"
554,"হাম্পী
"
555,"আজমীর
"
556,"পন্থনগর
"
557,"আম্বালা
"
558,"ডোডা
"
559,"এলাহাবাদ
"
560,"বেলগাঁও
"
561,"কোলাপুর
"
562,"সমস্তিপুর
"
563,"কানপুর
"
564,"ফিরোজাবাদ
"
565,"সোলান
"
566,"সোলান
"
567,"দেবরিয়া
"
568,"বোকারো
"
569,"রাজকোট
"
570,"হোশাঙ্গাবাদ
"
571,"অবোহর
"
572,"মান্ডী
"
573,"কোডারমা
"
574,"গিরিডি
"
575,"লুধিয়ানা
"
576,"উদয়পুর
"
577,"ওয়ার্ধা
"
578,"গোড্ডা
"
579,"কালিম্পং
"
580,"রত্নাগড়
"
581,"রাঁচী
"
582,"ছিন্দওয়ারা
"
583,"ভোজ
"
584,"ঔরঙ্গাবাদ
"
585,"বিলাসপুর
"
586,"গয়া
"
587,"রামগড়
"
588,"আমেদাবাদ
"
589,"ইন্দোর
"
590,"মুম্বই
"
591,"গাজীপুর
"
592,"উটি
"
593,"গোয়ালপাড়া
"
594,"আজমগড়
"
595,"আহমদনগর
"
596,"ডোডা
"
597,"সমস্তিপুর
"
598,"কুর্গ
"
599,"সিমলা
"
600,"দুর্গাপুর
"
601,"তুতিকোরিন
"
602,"কম্পিল
"
603,"জয়শলমীর
"
604,"কালিম্পং
"
605,"গিরিডি
"
606,"লোহারদাগা
"
607,"পাঠানকোট
"
608,"কুলু
"
609,"রায়গড়
"
610,"উদয়পুর
"
611,"ঝাঁসী
"
612,"সোপোর
"
613,"সমস্তিপুর
"
614,"চিকম্যাঙ্গালোর
"
615,"গিরিডি
"
616,"প্রয়াগ
"
617,"কোলকাতা
"
618,"যশবন্তপুর
"
619,"নরকটিয়াগঞ্জ
"
620,"গুরগাঁও
"
621,"ডিব্রুগড়
"
622,"গোয়ালপাড়া
"
623,"বেরাবল
"
624,"নরওয়ার
"
625,"আলোয়ার
"
626,"ওসমানাবাদ
"
627,"গোরক্ষপুর
"
628,"পিথোড়াগড়
"
629,"বিকানীর
"
630,"প্রকাশম
"
631,"ফৈজাবাদ
"
632,"দেবরিয়া
"
633,"গুন্টুর
"
634,"সন্ত রবিদাস নগর
"
635,"অমৃতসর
"
636,"গোড্ডা
"
637,"সোমনাথ
"
638,"মেহসানা
"
639,"পালামৌ
"
640,"হাজীপুর
"
641,"ঋষিকেশ
"
642,"ত্রিচি
"
643,"আইজল
"
644,"লক্নৌ
"
645,"কনৌজ
"
646,"দারভাঙ্গা
"
647,"কালাহান্ডী
"
648,"হোসিয়ারপুর
"
649,"গৌড়
"
650,"মাধেপুরা
"
651,"ভিন্ড
"
652,"রত্নাগড়
"
653,"আজমগড়
"
654,"রামগড়
"
655,"গুন্টুর
"
656,"খগড়িয়া
"
657,"সন্ত রবিদাস নগর
"
658,"বেলগাঁও
"
659,"পুনা
"
660,"রীবা
"
661,"দেবরিয়া
"
662,"নগরকোইল
"
663,"আমেদাবাদ
"
664,"ফতুহা
"
665,"এর্নাকুলাম
"
666,"হল্দোয়ানী
"
667,"চাঙলাঙ
"
668,"ফিরোজাবাদ
"
669,"দিল্লী \ নতুন দিল্লী
"
670,"গয়া
"
671,"টুমকুর
"
672,"কায়মগঞ্জ
"
673,"গোয়া
"
674,"রায়পুর
"
675,"রোসরা
"
676,"হল্দোয়ানী
"
677,"বীদর
"
678,"ভোজ
"
679,"ভিন্ড
"
680,"অন্ধ্রপ্রদেশ
"
681,"বেরাবল
"
682,"আগরতলা
"
683,"নলগোন্ডা
"
684,"সীতাপুর
"
685,"সুন্দরগড়
"
686,"বিলাসপুর
"
687,"যশবন্তপুর
"
688,"মবানা
"
689,"জামসেদপুর
"
690,"রাজৌরী
"
691,"রাজৌরী
"
692,"রাজামুন্দ্রি
"
693,"বেতুল
"
694,"আইজল
"
695,"তিনসুকিয়া
"
696,"তুতিকোরিন
"
697,"জামসেদপুর
"
698,"ভরতপুর
"
699,"নাগপুর
"
700,"চিপলূন
"
701,"ভেলোর
"
702,"সাহেবগঙ্জ
"
703,"রাজামুন্দ্রি
"
704,"গুন্টুর
"
705,"দার্জিলিং
"
706,"কোচিন
"
707,"কোডারমা
"
708,"জলন্ধর
"
709,"চাঙলাঙ
"
710,"মাইসোর
"
711,"নয়াগাঁও
"
712,"গুমলা
"
713,"অম্বিকাপুর
"
714,"রায়রঙ্গপুর
"
715,"চাঙলাঙ
"
716,"লাড়নু
"
717,"নগরকোইল
"
718,"বাঁশবাড়া
"
719,"কাঞ্চী
"
720,"বারাণসী \ বেনারস
"
721,"ভদোদরা
"
722,"কোরবা
"
723,"যশপুর
"
724,"কোরবা
"
725,"ঝারসুগড়া
"
726,"পানাজি
"
727,"মুজফ্ফরপুর
"
728,"কুলু
"
729,"সাহেবগঙ্জ
"
730,"ত্রিবান্দ্রম
"
731,"পুনা
"
732,"গাজীপুর
"
733,"নজীবাবাদ টাটানগর
"
734,"কালাহান্ডী
"
735,"গাজীপুর
"
736,"পাবাপুরী
"
737,"বর্ধমান
"
738,"এটা
"
739,"হলদিয়া
"
740,"বারঙ্গল
"
741,"নলগোন্ডা
"
742,"ভীলবাড়া
"
743,"মোতিহারি
"
744,"আলোয়ার
"
745,"পানাজি
"
746,"বীজাপুর
"
747,"গঙ্গানগর
"
748,"গৌহাটি
"
749,"ভিন্ড
"
750,"ইটানগর
"
751,"কুর্গ
"
752,"সম্বলপুর
"
753,"হাসান
"
754,"রোসরা
"
755,"লখিমপুর-খিরি
"
756,"নয়াগাঁও
"
757,"বাঁশবাড়া
"
758,"বারাণসী \ বেনারস
"
759,"বরৌনী
"
760,"হাসান
"
761,"দুর্গাপুর
"
762,"পিলানী
"
763,"ঘাটমপুর
"
764,"ফৈজালাবাদ
"
765,"কন্যাকুমারী
"
766,"ভাগলপুর
"
767,"পুরুলিয়া
"
768,"কোলকাতা
"
769,"জলপাইগুড়ি
"
770,"ঝাঁসী
"
771,"উডুপী
"
772,"ভরতপুর
"
773,"হিসার
"
774,"মাদুরাই
"
775,"কায়মগঞ্জ
"
776,"দেরাদুন
"
777,"বীদর
"
778,"চিপলূন
"
779,"নাসিক
"
780,"গুরগাঁও
"
781,"তিরুনেলভেল্লী
"
782,"আনন্দ
"
783,"অম্বিকাপুর
"
784,"জয়নগর
"
785,"গোয়া
"
786,"সাহেবগঙ্জ
"
787,"ঘাটশিলা
"
788,"ভরতপুর
"
789,"আলোয়ার
"
790,"নরওয়ার
"
791,"ছিন্দওয়ারা
"
792,"ভীলবাড়া
"
793,"অম্বিকাপুর
"
794,"ভূপাল
"
795,"ত্রিপুরা
"
796,"তিনসুকিয়া
"
797,"পাবাপুরী
"
798,"বিলাসপুর
"
799,"কনৌজ
"
800,"সালেম
"
801,"রায়রঙ্গপুর
"
802,"আজমগড়
"
803,"আহমদনগর
"
804,"হোশাঙ্গাবাদ
"
805,"কোহিমা
"
806,"হজারীবাগ
"
807,"জলন্ধর
"
808,"গোয়ালপাড়া
"
809,"হায়দ্রাবাদ
"
810,"ফতেহগড়
"
811,"ইরোড
"
812,"সেনাপতি
"
813,"হজারীবাগ
"
814,"উন্নাও
"
815,"কোলাপুর
"
816,"ফতুহা
"
817,"ইটানগর
"
818,"খুর্জা
"
819,"হল্দোয়ানী
"
820,"শিলচর
"
821,"অনন্তপুর
"
822,"চিপলূন
"
823,"পাটনা
"
824,"মোতিহারি
"
825,"বিকানীর
"
826,"উডুপী
"
827,"কালিকট
"
828,"ফৈজাবাদ
"
829,"হল্দোয়ানী
"
830,"তিনসুকিয়া
"
831,"ছিন্দওয়ারা
"
832,"পুরী
"
833,"থানে
"
834,"লাড়নু
"
835,"ঝাড়িয়া
"
836,"অমরাবতী
"
837,"রাজামুন্দ্রি
"
838,"গোরক্ষপুর
"
839,"ঝাড়িয়া
"
840,"হরিদ্বার
"
841,"সাতরা
"
842,"মুসৌরি
"
843,"ত্রিবান্দ্রম
"
844,"ইম্ফল
"
845,"বুন্দলশহর
"
846,"ফৈজাবাদ
"
847,"খম্মম
"
848,"চুড়াচাঁদপুর
"
849,"রায়রঙ্গপুর
"
850,"কোহিমা
"
851,"মেহসানা
"
852,"খুর্জা
"
853,"সিমডেগা
"
854,"তঞ্জাভুর
"
855,"মথুরা
"
856,"মান্ডী
"
857,"চাঙলাঙ
"
858,"গোড্ডা
"
859,"সোপোর
"
860,"হমীরপুর
"
861,"চম্পাবত
"
862,"তিনসুকিয়া
"
863,"আইজল
"
864,"অবোহর
"
865,"গুরগাঁও
"
866,"গোয়ালিয়র
"
867,"পান্ডারপুর
"
868,"ভাগলপুর
"
869,"অমৃতসর
"
870,"শ্রীকাকুলাম
"
871,"প্রয়াগ
"
872,"বিলাসপুর
"
873,"কন্যাকুমারী
"
874,"পানাজি
"
875,"নৈনিতাল
"
876,"তিরুনেলভেল্লী
"
877,"খগড়িয়া
"
878,"হোশাঙ্গাবাদ
"
879,"মুজফ্ফরনগর
"
880,"নগরকোইল
"
881,"লুধিয়ানা
"
882,"পানাজি
"
883,"জলগাঁও
"
884,"বাঁশবাড়া
"
885,"বিজয়বাড়া
"
886,"রাঁচী
"
887,"জয়পুর
"
888,"ত্রিবান্দ্রম
"
889,"নেল্লোর
"
890,"মথুরা
"
891,"ভাগলপুর
"
892,"পন্থনগর
"
893,"তুয়েনসাঙ
"
894,"অমৃতসর
"
895,"চিপলূন
"
896,"উন্নাও
"
897,"লুধিয়ানা
"
898,"যশবন্তপুর
"
899,"জলপাইগুড়ি
"
900,"গুন্টুর
"
901,"লুধিয়ানা
"
902,"গয়া
"
903,"পিথোড়াগড়
"
904,"জয়শলমীর
"
905,"জয়পুর
"
906,"ত্রিচি
"
907,"বল্লভগড়
"
908,"উডুপী
"
909,"মথুরা
"
910,"সাতরা
"
911,"বেল্লোরী
"
912,"ইম্ফল
"
913,"নরকটিয়াগঞ্জ
"
914,"রত্নাগিরি
"
915,"ডিমাপুর
"
916,"লেহ
"
917,"জয়শলমীর
"
918,"আদিলাবাদ
"
919,"কায়মগঞ্জ
"
920,"চম্পারণ
"
921,"রাজামুন্দ্রি
"
922,"ভিলাই
"
923,"লখিমপুর
"
924,"গঙ্গানগর
"
925,"মধুবনী
"
926,"আহমদনগর
"
927,"পিপলি
"
928,"বরোদা
"
929,"মোতিহারি
"
930,"সুন্দরগড়
"
931,"শ্রীগঙ্গানগর
"
932,"মথুরা
"
933,"দমো
"
934,"নরকটিয়াগঞ্জ
"
935,"বিশাখাপত্তনম
"
936,"কোরবা
"
937,"সিমডেগা
"
938,"দমো
"
939,"পালামৌ
"
940,"উইলিয়ামনগর
"
941,"বরৌনী
"
942,"পুরুলিয়া
"
943,"বেগুসরাই
"
944,"অঙ্কলেশ্বর
"
945,"বারাণসী \ বেনারস
"
946,"মুজফ্ফরনগর
"
947,"চাতরা
"
948,"জলগাঁও
"
949,"কোচিন
"
950,"সন্ত রবিদাস নগর
"
951,"রীবা
"
952,"গোড্ডা
"
953,"রাজকোট
"
954,"যোধপুর
"
955,"রায়চুর
"
956,"হাসান
"
957,"গ্যাংটক
"
958,"মীরাপুর
"
959,"পিলানী
"
960,"দার্জিলিং
"
961,"শ্রীগঙ্গানগর
"
962,"বারমের
"
963,"শ্রীগঙ্গানগর
"
964,"শিলচর
"
965,"অম্বিকাপুর
"
966,"দমো
"
967,"উন্নাও
"
968,"বাঁশবাড়া
"
969,"ইটারসী
"
970,"পন্ডিচেরী
"
971,"ত্রিবান্দ্রম
"
972,"আঙলোং
"
973,"আইজল
"
974,"হাফলাং
"
975,"বিহার
"
976,"রাজকোট
"
977,"জোয়াই
"
978,"কুলু
"
979,"তিরুনেলভেল্লী
"
980,"মুসৌরি
"
981,"ওয়ার্ধা
"
982,"পানাজি
"
983,"রত্নাগড়
"
984,"বল্লভগড়
"
985,"ধারোয়ার
"
986,"তিরুনেলভেল্লী
"
987,"হলদিয়া
"
988,"ইটানগর
"
989,"বুন্দলশহর
"
990,"ভদ্রক
"
991,"বিহার শরিফ
"
992,"ভুবনেশ্বর
"
993,"কেদারনাথ
"
994,"বিলাসপুর
"
995,"পান্ডারপুর
"
996,"মুজফ্ফরনগর
"
997,"পন্থনগর
"
998,"চুড়াচাঁদপুর
"
999,"ফতুহা
"
1000,"জলগাঁও
"
1001,"খুর্জা
"
1002,"জামসেদপুর
"
1003,"লখিমপুর
"
1004,"রায়বেরিলী
"
1005,"নজীবাবাদ টাটানগর
"
1006,"পিলানী
"
1007,"লাদাখ
"
1008,"বিকানীর
"
1009,"দেওঘর
"
1010,"বিজয়বাড়া
"
1011,"মবানা
"
1012,"ভাস্কো-দা-গামা
"
1013,"সেনাপতি
"
1014,"অমরাবতী
"
1015,"অনন্তপুর
"
1016,"ইটারসী
"
1017,"তঞ্জাভুর
"
1018,"জামতারা
"
1019,"সিমডেগা
"
1020,"প্রয়াগ
"
1021,"হরদোই
"
