,Place
87,"विजयवाड़ा
"
88,"रत्नागढ़
"
89,"गोआलपाड़ा
"
90,"कलिंपोंग
"
91,"हैदराबाद
"
92,"रायबरेली
"
93,"बाँकुड़ा
"
94,"कूर्ग
"
95,"आज़मगढ़
"
96,"त्रिवेन्द्रम
"
97,"गुंटूर
"
98,"यशवंतपुर
"
99,"फैसलाबाद
"
100,"हल्दिया
"
101,"अमृतसर
"
102,"अहमदाबाद
"
103,"कन्याकुमारी
"
104,"विशाखापत्तनम
"
105,"जामनगर
"
106,"पटना
"
107,"पणजी
"
108,"तूतीकोरन
"
109,"केदारनाथ
"
110,"मिर्ज़ापुर
"
111,"हमीरपुर
"
112,"गुवाहाटी
"
113,"हापुड़
"
114,"देवरिया
"
115,"घाटमपुर
"
116,"अम्बाला
"
117,"उस्मानाबाद
"
118,"भागलपुर
"
119,"वर्धा
"
120,"कोल्हापुर
"
121,"लुधियाना
"
122,"अनंतपुर
"
123,"रायगढ
"
124,"धर्मशाला
"
125,"शिमोगा
"
126,"पूर्णिया
"
127,"ऊटी
"
128,"पीलीभीत
"
129,"रुद्रप्रयाग
"
130,"राजगढ
"
131,"चंपावत
"
132,"जबलपुर
"
133,"भोपाल
"
134,"आसनसोल
"
135,"कवरत्ती
"
136,"फ़तेहगढ
"
137,"सन्त रविदास नगर
"
138,"भरतपुर
"
139,"सिलचर
"
140,"सन्त रविदास नगर
"
141,"आगरा
"
142,"चंडीगढ
"
143,"हल्दिया
"
144,"मैसूर
"
145,"बोकारो
"
146,"ताम्ब्रम
"
147,"पुरुलिया
"
148,"बस्ती
"
149,"झाँसी
"
150,"हम्पी
"
151,"श्रीगंगानगर
"
152,"अनंतनाग
"
153,"कोच्ची
"
154,"संबलपुर
"
155,"विशाखापत्तनम
"
156,"पठानकोट
"
157,"सिलचर
"
158,"ताम्ब्रम
"
159,"त्रिचुर
"
160,"सिलचर
"
161,"रत्नागीरी
"
162,"मुजफ्फरपुर
"
163,"जलपाईगुड़ी
"
164,"त्रिचुर
"
165,"अम्बाला
"
166,"इदुकी
"
167,"इटारसी
"
168,"धर्मशाला
"
169,"विशाखापत्तनम
"
170,"रीवा
"
171,"दीमापुर
"
172,"जैसलमेर
"
173,"हाथरस
"
174,"दुर्गापुर
"
175,"गोआलपाड़ा
"
176,"अमृतसर
"
177,"हजारीबाग
"
178,"धनबाद
"
179,"सोलन
"
180,"खगड़िया
"
181,"सिलीगुड़ी
"
182,"विलासपुर
"
183,"बिहार शरीफ़
"
184,"कायमगंज
"
185,"गुड़गाँव
"
186,"भद्रक
"
187,"सोपोर
"
188,"घाटशिला
"
189,"मेहसाणा
"
190,"अमरावती
"
191,"फ़ैजाबाद
"
192,"सिलचर
"
193,"फैसलाबाद
"
194,"ठाणे
"
195,"अमरावती
"
196,"रत्नागीरी
"
197,"खुर्जा
"
198,"गोरखपुर
"
199,"अकबरपुर
"
200,"रीवा
"
201,"साहिबगंज
"
202,"हजारीबाग
"
203,"पोर्ट ब्लेयर
"
204,"प्रयाग
"
205,"मुजफ्फरपुर
"
206,"नई दिल्ली
"
207,"उस्मानाबाद
"
208,"मोतिहारी
"
209,"दार्जिलिंग
"
210,"भद्रक
"
211,"समस्तीपुर
"
212,"अनंतपुर
"
213,"डिब्रूगढ
"
214,"गोआलपाड़ा
"
215,"गोवा
"
216,"नैनीताल
"
217,"रामनाथपुरम
"
218,"कटरा
"
219,"सिमडेगा
"
220,"कन्याकुमारी
"
221,"त्रिचुर
"
222,"अगरतला
"
223,"रत्नागीरी
"
224,"लाड़नू
"
225,"मैनपुरी
"
226,"रोसड़ा
"
227,"मिर्ज़ापुर
"
228,"उस्मानाबाद
"
229,"वड़ोदरा
"
230,"आगरा
"
231,"पठानकोट
"
232,"तंजावुर
"
233,"सोपोर
"
234,"घाटशिला
"
235,"उरई
"
236,"रामगढ
"
237,"केदारनाथ
"
238,"रीवा
"
239,"अगरतला
"
240,"लद्दाख
"
241,"मंडी
"
242,"ईटानगर
"
243,"हासन
"
244,"लखीमपुर-खीरी
"
245,"मंडी
"
246,"सलेम
"
247,"इदुकी
"
248,"गुड़गाँव
"
249,"इटारसी
"
250,"कन्याकुमारी
"
251,"रत्नागढ़
"
252,"रोसड़ा
"
253,"गाजीपुर
"
254,"रामगढ
"
255,"दार्जिलिंग
"
256,"वाराणसी / बनारस
"
257,"मसूरी
"
258,"तिरूनेलवेली
"
259,"रायबरेली
"
260,"यशवंतपुर
"
261,"साहिबगंज
"
262,"बिहार शरीफ़
"
263,"डिब्रूगढ
"
264,"हमीरपुर
"
265,"जम्मू
"
266,"तुएनसांग
"
267,"गया
"
268,"हैदरगढ़
"
269,"मैसूर
"
270,"शिलॉन्ग
"
271,"चतरा
"
272,"वर्धा
"
273,"लोहरदग्गा
"
274,"तिरूनेलवेली
"
275,"जोवाई
"
276,"बोकारो
"
277,"सोमनाथ
"
278,"चिकमंगलूर
"
279,"हमीरपुर
"
280,"कोहिमा
"
281,"आंध्रप्रदेश
"
282,"हम्पी
"
283,"श्रीनगर
"
284,"सिलीगुड़ी
"
285,"शिमला
"
286,"देहरादून
"
287,"लद्दाख
"
288,"भिलाई
"
289,"हैदरगढ़
"
290,"जयनगर
"
291,"छिंदवाड़ा
"
292,"शिमोगा
"
293,"बाँकुड़ा
"
294,"सिमडेगा
"
295,"आसनसोल
"
296,"दमोह
"
297,"तुमकुर
"
298,"मधेपुरा
"
299,"पूर्णिया
"
300,"रामगढ
"
301,"तिनसुकिया
"
302,"बोकारो
"
303,"सोलन
"
304,"ठाणे
"
305,"वारंगल
"
306,"देवघर
"
307,"कुल्लू
"
308,"बेगूसराय
"
309,"धनबाद
"
310,"कायमगंज
"
311,"चित्रकूट
"
312,"श्रीगंगानगर
"
313,"इंफाल
"
314,"धनबाद
"
315,"संबलपुर
"
316,"गाँधीनगर
"
317,"झाँसी
"
318,"इटारसी
"
319,"जमशेदपुर
"
320,"अलवर
"
321,"चाईबासा
"
322,"मिर्ज़ापुर
"
323,"मसूरी
"
324,"लुधियाना
"
325,"आनंद
"
326,"बम्बई
"
327,"वेल्लूर
"
328,"चित्रकूट
"
329,"इलाहाबाद
"
330,"जामनगर
"
331,"कूर्ग
"
332,"गुवाहाटी
"
333,"फैसलाबाद
"
334,"बीकानेर
"
335,"सोलन
"
336,"फ़िरोजाबाद
"
337,"गंगटोक
"
338,"मुंबई
"
339,"मोकोकचुआंग
"
340,"नागपुर
"
341,"फैसलाबाद
"
342,"इलाहाबाद
"
343,"नागपुर
"
344,"पूर्णिया
"
345,"पिलानी
"
346,"आज़मगढ़
"
347,"समस्तीपुर
"
348,"कायमगंज
"
349,"मीरापुर
"
350,"कोलकता
"
351,"झरिया
"
352,"वारंगल
"
353,"शिमोगा
"
354,"हल्द्वानी
"
355,"कुरुक्षेत्र
"
356,"जामनगर
"
357,"ॠषिकेष
"
358,"जयपुर
"
359,"कोट्टायम
"
360,"सलेम
"
361,"बाँसवाड़ा
"
362,"धर्मशाला
"
363,"गोआलपाड़ा
"
364,"पॉन्डिचेरी
"
365,"हैदराबाद
"
366,"चंपावत
"
367,"मंडी
"
368,"लुधियाना
"
369,"बिहार शरीफ़
"
370,"पिंजौर
"
371,"गोआलपाड़ा
"
372,"दुर्ग
"
373,"शिमला
"
374,"हासन
"
375,"होशियारपुर
"
376,"राजमुंदरी
"
377,"वृन्दावन
"
378,"दुमका
"
379,"अलीगढ़
"
380,"विशाखापत्तनम
"
381,"कालाहांडी
"
382,"वर्धा
"
383,"बाँसवाड़ा
"
384,"कटक
"
385,"कालीकट
"
386,"जमशेदपुर
"
387,"फ़रीदाबाद
"
388,"जोधपुर
"
389,"सोमनाथ
"
390,"कायमगंज
"
391,"गुवाहाटी
"
392,"पुरुलिया
"
393,"चांगलांग
"
394,"धर्मशाला
"
395,"दीमापुर
"
396,"मैसूर
"
397,"दुर्ग
"
398,"नांदेड़
"
399,"इरोड
"
400,"ऊटी
"
401,"बीदर
"
402,"एटा
"
403,"अम्बाला
"
404,"पठानकोट
"
405,"कोडरमा
"
406,"धर्मशाला
"
407,"वल्लभगढ
"
408,"रामनाथपुरम
"
409,"रायरंगपुर
"
410,"अम्बाला
"
411,"पॉन्डिचेरी
"
412,"मदुरै
"
413,"हाफ़लांग
"
414,"ऊटी
"
415,"पोर्ट ब्लेयर
"
416,"खुर्जा
"
417,"वर्धा
"
418,"हिसार
"
419,"पंढरपुर
"
420,"रुद्रप्रयाग
"
421,"रामपुर
"
422,"एर्नाकुलम
"
423,"भुज
"
424,"राजौरी
"
425,"वारंगल
"
426,"अलीगढ़
"
427,"त्रिवेन्द्रम
"
428,"हमीरपुर
"
429,"वड़ोदरा
"
430,"रायबरेली
"
431,"शिमोगा
"
432,"पिथौरागढ
"
433,"जयपुर
"
434,"पिपली
"
435,"त्रिचुर
"
436,"जबलपुर
"
437,"चित्रकूट
"
438,"जयनगर
"
439,"मीरापुर
"
440,"बड़ौदा
"
441,"पीलीभीत
"
442,"कलिंपोंग
"
443,"मोतिहारी
"
444,"राँची
"
445,"चूड़ाचाँदपुर
"
446,"बुलंदशहर
"
447,"हाथरस
"
448,"पणजी
"
449,"चांगलांग
"
450,"रत्नागढ़
"
451,"चंपावत
"
452,"कटक
"
453,"वारंगल
"
454,"राँची
"
455,"जयपुर
"
456,"रीवा
"
457,"उन्नाव
"
458,"कवरत्ती
"
459,"भुवनेश्वर
"
460,"वेल्लूर
"
461,"पुरी
"
462,"रुद्रप्रयाग
"
463,"मधुबनी
"
464,"देवरिया
"
465,"झारसुगड़ा
"
466,"जालौन
"
467,"दार्जिलिंग
"
468,"बीकानेर
"
469,"ताम्ब्रम
"
470,"जबलपुर
"
471,"कालाहांडी
"
472,"वारंगल
"
473,"वर्धा
"
474,"अम्बाला
"
475,"सिलीगुड़ी
"
476,"इरोड
"
477,"फैसलाबाद
"
478,"झाँसी
"
479,"एटा
"
480,"रायरंगपुर
"
481,"डोडा
"
482,"हाफ़लांग
"
483,"गाजीपुर
"
484,"जयनगर
"
485,"मधुबनी
"
486,"सलेम
"
487,"भोपाल
"
488,"चंपावत
"
489,"लोहरदग्गा
"
490,"उरई
"
491,"लोहरदग्गा
"
492,"कन्नौज
"
493,"टीकमगढ
"
494,"सिलचर
"
495,"घाटमपुर
"
496,"जशपुर
"
497,"रामगढ
"
498,"देवरिया
"
499,"कवरत्ती
"
500,"कटक
"
501,"झरिया
"
502,"जोधपुर
"
503,"गुमला
"
504,"पलामू
"
505,"अलीगढ़
"
506,"डोडा
"
507,"त्रिवेन्द्रम
"
508,"खम्मम
"
509,"कवरत्ती
"
510,"श्रीनगर
"
511,"कन्याकुमारी
"
512,"बुलंदशहर
"
513,"पिलानी
"
514,"मधेपुरा
"
515,"धारवाड़
"
516,"कूर्ग
"
517,"पॉन्डिचेरी
"
518,"रायरंगपुर
"
519,"चांगलांग
"
520,"लद्दाख
"
521,"साहिबगंज
"
522,"चूड़ाचाँदपुर
"
523,"कोच्ची
"
524,"नौगाँव
"
525,"बरौनी
"
526,"दरभंगा
"
527,"समस्तीपुर
"
528,"पिपली
"
529,"चिकमंगलूर
"
530,"अलीगढ़
"
531,"फ़िरोजाबाद
"
532,"हैदराबाद
"
533,"जोधपुर
"
534,"घाटमपुर
"
535,"बुलंदशहर
"
536,"औरंगाबाद
"
537,"चंपारण
"
538,"श्रीनगर
"
539,"दीमापुर
"
540,"कोहिमा
"
541,"अमरावती
"
542,"कन्याकुमारी
"
543,"लेह
"
544,"आज़मगढ़
"
545,"लेह
"
546,"कटक
"
547,"पंढरपुर
"
548,"रामपुर
"
549,"पुरुलिया
"
550,"जोधपुर
"
551,"मीरापुर
"
552,"अम्बाला
"
553,"कटक
"
554,"मैसूर
"
555,"कोल्हापुर
"
556,"रामगढ
"
557,"नैनीताल
"
558,"रत्नागढ़
"
559,"हासन
"
560,"मदुरै
"
561,"पीलीभीत
"
562,"लाड़नू
"
563,"नजीबाबाद
"
564,"नोएडा
"
565,"कूचबिहार
"
566,"मवाना
"
567,"चोपन
"
568,"रीवा
"
569,"पिंजौर
"
570,"नोएडा
"
571,"आनंद
"
572,"बीदर
"
573,"आइजोल
"
574,"सोलन
"
575,"हल्द्वानी
"
576,"मैसूर
"
577,"वड़ोदरा
"
578,"वड़ोदरा
"
579,"लखीमपुर-खीरी
"
580,"कोचीन
"
581,"रायचूर
"
582,"झारसुगड़ा
"
583,"कोरबा
"
584,"हैदराबाद
"
585,"चेन्नई
"
586,"सुंदरगढ
"
587,"चाईबासा
"
588,"मोतिहारी
"
589,"उरई
"
590,"श्रीनगर
"
591,"चोपन
"
592,"कलिंपोंग
"
593,"गंगानगर
"
594,"बैतूल
"
595,"चूड़ाचाँदपुर
"
596,"खगड़िया
"
597,"ईटानगर
"
598,"भरतपुर
"
599,"लेह
"
600,"श्रीनगर
"
601,"लेह
"
602,"बाराबंकी
"
603,"बाराबंकी
"
604,"आज़मगढ़
"
605,"नौगाँव
"
606,"रुद्रप्रयाग
"
607,"वेल्लूर
"
608,"बोकारो
"
609,"भिंड
"
610,"बर्धमान
"
611,"अनंतपुर
"
612,"जलपाईगुड़ी
"
613,"समस्तीपुर
"
614,"कुर्सियांग
"
615,"अयोध्या
"
616,"पिंजौर
"
617,"मुजफ्फरनगर
"
618,"बर्धमान
"
619,"पिथौरागढ
"
620,"नई दिल्ली
"
621,"कोरबा
"
622,"रामगढ
"
623,"पंढरपुर
"
624,"संबलपुर
"
625,"फैसलाबाद
"
626,"जालौन
"
627,"धर्मशाला
"
628,"मदुरै
"
629,"अबोहर
"
630,"चाईबासा
"
631,"लखीमपुर-खीरी
"
632,"फ़िरोज़पुर
"
633,"दमोह
"
634,"डिब्रूगढ
"
635,"सहारनपुर
"
636,"नेल्लूर
"
637,"राजकोट
"
638,"राजौरी
"
639,"अकोला
"
640,"धर्मशाला
"
641,"हनुमानगढ़
"
642,"वल्लभगढ
"
643,"चतरा
"
644,"चेन्नई
"
645,"चित्रकूट
"
646,"पिलानी
"
647,"झारसुगड़ा
"
648,"बरौनी
"
649,"पुरुलिया
"
650,"हरिद्वार
"
651,"लखीमपुर-खीरी
"
652,"रामगढ
"
653,"नौगाँव
"
654,"धारवाड़
"
655,"राजकोट
"
656,"कोयंबतूर
"
657,"कूचबिहार
"
658,"कोच्ची
"
659,"पणजी
"
660,"अनंतपुर
"
661,"काँची
"
662,"औरंगाबाद
"
663,"कुल्लू
"
664,"हासन
"
665,"राजकोट
"
666,"त्रिचुर
"
667,"गुवाहाटी
"
668,"हल्द्वानी
"
669,"बिहार
"
670,"बेल्लारी
"
671,"मैसूर
"
672,"कम्पिल
"
673,"लखीमपुर-खीरी
"
674,"अलीगढ़
"
675,"अंबिकापुर
"
676,"लद्दाख
"
677,"कोहिमा
"
678,"रीवा
"
679,"बिलासपुर
"
680,"अंकलेश्वर
"
681,"अजमेर
"
682,"राजौरी
"
683,"विलासपुर
"
684,"रीवा
"
685,"गिरीडीह
"
686,"तूतीकोरन
"
687,"सुंदरगढ
"
688,"अकबरपुर
"
689,"खगड़िया
"
690,"गया
"
691,"लखनऊ
"
692,"कोट्टायम
"
693,"बुलंदशहर
"
694,"डोडा
"
695,"सतारा
"
696,"पुरी
"
697,"तुमकुर
"
698,"सोपोर
"
699,"इटारसी
"
700,"चंडीगढ
"
701,"हजारीबाग
"
702,"तुमकुर
"
703,"पूर्णिया
"
704,"कालीकट
"
705,"रामपुर
"
706,"कुचेरा चुनार
"
707,"अंकलेश्वर
"
708,"संबलपुर
"
709,"इलाहाबाद
"
710,"चंपारण
"
711,"होशंगाबाद
"
712,"चोपन
"
713,"कवरत्ती
"
714,"गया
"
715,"रुद्रप्रयाग
"
716,"बैतूल
"
717,"बालासोर
"
718,"रत्नागीरी
"
719,"कानपुर
"
720,"इटारसी
"
721,"कोयंबतूर
"
722,"मीरापुर
"
723,"गोड्डा
"
724,"आगरा
"
725,"बालासोर
"
726,"अम्बाला
"
727,"कानपुर
"
728,"इंफाल
"
729,"मधुबनी
"
730,"जबलपुर
"
731,"कायमगंज
"
732,"जलगाँव
"
733,"जोवाई
"
734,"फैसलाबाद
"
735,"सिमडेगा
"
736,"इरोड
"
737,"भुज
"
738,"हाजीपुर
"
739,"भुवनेश्वर
"
740,"खगड़िया
"
741,"वड़ोदरा
"
742,"पलामू
"
743,"दरभंगा
"
744,"कोयंबतूर
"
745,"नई दिल्ली
"
746,"होशियारपुर
"
747,"चित्रकूट
"
748,"तुएनसांग
"
749,"मंडी
"
750,"नैनीताल
"
751,"कूर्ग
"
752,"लखनऊ
"
753,"विलियमनगर
"
754,"जयनगर
"
755,"औरंगाबाद
"
756,"फैसलाबाद
"
757,"वारंगल
"
758,"जोवाई
"
759,"जबलपुर
"
760,"गोंडा
"
761,"भागलपुर
"
762,"काँची
"
763,"होशियारपुर
"
764,"लुधियाना
"
765,"दुमका
"
766,"सहारनपुर
"
767,"कोहिमा
"
768,"उरई
"
769,"लखीमपुर-खीरी
"
770,"बीकानेर
"
771,"रायपुर
"
772,"सेनापति
"
773,"आगरा
"
774,"नासिक
"
775,"अहमदनगर
"
776,"जैसलमेर
"
777,"बेगूसराय
"
778,"रायरंगपुर
"
779,"कायमगंज
"
780,"पटना
"
781,"धर्मशाला
"
782,"शिमला
"
783,"इंफाल
"
784,"अयोध्या
"
785,"चिपलून
"
786,"भिलाई
"
787,"गुमला
"
788,"कोल्हापुर
"
789,"पंढरपुर
"
790,"मदुरै
"
791,"झारसुगड़ा
"
792,"कूर्ग
"
793,"बस्ती
"
794,"इदुकी
"
795,"रामगढ
"
796,"दीमापुर
"
797,"हल्दिया
"
798,"हरदोई
"
799,"विशाखापत्तनम
"
800,"श्रीनगर
"
801,"पठानकोट
"
802,"जबलपुर
"
803,"कोलकता
"
804,"चांगलांग
"
805,"सेनापति
"
806,"ताम्ब्रम
"
807,"रत्नागढ़
"
808,"तूतीकोरन
"
809,"गोआलपाड़ा
"
810,"जलंधर
"
811,"कायमगंज
"
812,"श्रीगंगानगर
"
813,"हनुमानगढ़
"
814,"वड़ोदरा
"
815,"गुड़गाँव
"
816,"श्रीगंगानगर
"
817,"भीलवाड़ा
"
818,"कोयंबतूर
"
819,"पीलीभीत
"
820,"अंबिकापुर
"
821,"बीकानेर
"
822,"पणजी
"
823,"विजयवाड़ा
"
824,"ईटानगर
"
825,"झारसुगड़ा
"
826,"कम्पिल
"
827,"मैसूर
"
828,"गुड़गाँव
"
829,"बैतूल
"
830,"एर्नाकुलम
"
831,"लेह
"
832,"चोपन
"
833,"कोलकता
"
834,"बालासोर
"
835,"कुरुक्षेत्र
"
836,"मेरठ
"
837,"अकबरपुर
"
838,"बर्धमान
"
839,"अंबिकापुर
"
840,"शिमला
"
841,"हमीरपुर
"
842,"अयोध्या
"
843,"नजीबाबाद
"
844,"त्रिची
"
845,"जयनगर
"
846,"मुजफ्फरपुर
"
847,"विलियमनगर
"
848,"दीमापुर
"
849,"चतरा
"
850,"फ़ैजाबाद
"
851,"ऊटी
"
852,"दरभंगा
"
853,"तिनसुकिया
"
854,"मेहसाणा
"
855,"आंगलोंग
"
856,"अबोहर
"
857,"कवरत्ती
"
858,"धारवाड़
"
859,"पिंजौर
"
860,"साहिबगंज
"
861,"केदारनाथ
"
862,"श्रीनगर
"
863,"छिंदवाड़ा
"
864,"पावापुरी
"
865,"सोपोर
"
866,"चतरा
"
867,"कलिंपोंग
"
868,"नांदेड़
"
869,"सिलीगुड़ी
"
870,"औरंगाबाद
"
871,"कन्नौज
"
872,"तुमकुर
"
873,"जामनगर
"
874,"मेहसाणा
"
875,"बस्ती
"
876,"भिंड
"
877,"झुंझुनू
"
878,"जबलपुर
"
879,"अकबरपुर
"
880,"गोंडा
"
881,"आदिलाबाद
"
882,"मंडी
"
883,"मैनपुरी
"
884,"नैनीताल
"
885,"गाँधीनगर
"
886,"अंकलेश्वर
"
887,"उस्मानाबाद
"
888,"धनबाद
"
889,"दुर्गापुर
"
890,"गुड़गाँव
"
891,"सोमनाथ
"
892,"फ़िरोज़पुर
"
893,"वेल्लूर
"
894,"श्रीनगर
"
895,"उस्मानाबाद
"
896,"फैसलाबाद
"
897,"कटिहार
"
898,"बेलगाँव
"
899,"श्रीकाकुलम
"
900,"राजकोट
"
901,"कोच्ची
"
902,"कवरत्ती
"
903,"बरौनी
"
904,"आसनसोल
"
905,"कटक
"
906,"आदिलाबाद
"
907,"जलंधर
"
908,"पोर्ट ब्लेयर
"
909,"भुज
"
910,"भरतपुर
"
911,"कोट्टायम
"
912,"सेनापति
"
913,"तंजावुर
"
914,"राजौरी
"
915,"रत्नागीरी
"
916,"अहमदनगर
"
917,"औरंगाबाद
"
918,"रामनाथपुरम
"
919,"कटिहार
"
920,"चतरा
"
921,"वाराणसी / बनारस
"
922,"श्रीकाकुलम
"
923,"नेल्लूर
"
924,"कलिंपोंग
"
925,"पटना
"
926,"हैदरगढ़
"
927,"कोचीन
"
928,"देहरादून
"
929,"अंबिकापुर
"
930,"जम्मू
"
931,"उस्मानाबाद
"
932,"मवाना
"
933,"दुर्ग
"
934,"गुड़गाँव
"
935,"कुल्लू
"
936,"पटना
"
937,"नागपुर
"
938,"डिंडीगुल
"
939,"रत्नागढ़
"
940,"नई दिल्ली
"
941,"उन्नाव
"
942,"बोकारो
"
943,"पंढरपुर
"
944,"रायबरेली
"
945,"श्रीगंगानगर
"
946,"बैतूल
"
947,"दरभंगा
"
948,"बलरामपुर
"
949,"ग्वालियर
"
950,"तिनसुकिया
"
951,"बोकारो
"
952,"औरंगाबाद
"
953,"गुमला
"
954,"बाँसवाड़ा
"
955,"गुड़गाँव
"
956,"एटा
"
957,"हल्दिया
"
958,"विशाखापत्तनम
"
959,"कुल्लू
"
960,"पुरुलिया
"
961,"बड़ौदा
"
962,"शिलॉन्ग
"
963,"कालाहांडी
"
964,"कोल्हापुर
"
965,"शिलॉन्ग
"
966,"राजमुंदरी
"
967,"इरोड
"
968,"रुद्रप्रयाग
"
969,"रामगढ
"
970,"चूड़ाचाँदपुर
"
971,"पुरी
"
972,"रायरंगपुर
"
973,"चेन्नई
"
974,"भिलाई
"
975,"नांदेड़
"
976,"आंगलोंग
"
977,"फ़तेहगढ
"
978,"वल्लभगढ
"
979,"त्रिवेन्द्रम
"
980,"जोधपुर
"
981,"पिंपरी
"
982,"कोच्ची
"
983,"ॠषिकेष
"
984,"वाराणसी / बनारस
"
985,"मुंबई
"
986,"बोकारो
"
987,"कालाहांडी
"
988,"फैसलाबाद
"
989,"वड़ोदरा
"
990,"बाँदा
"
991,"फ़तेहगढ
"
992,"नासिक
"
993,"रायरंगपुर
"
994,"अम्बाला
"
995,"आंध्रप्रदेश
"
996,"मैसूर
"
997,"पुणे
"
998,"डिब्रूगढ
"
999,"राँची
"
1000,"इरोड
"
1001,"औरंगाबाद
"
1002,"वेल्लूर
"
1003,"भिंड
"
1004,"पिंजौर
"
1005,"रामपुर
"
1006,"दार्जिलिंग
"
1007,"आदिलाबाद
"
1008,"उन्नाव
"
1009,"भागलपुर
"
1010,"आसनसोल
"
1011,"बिहार
"
1012,"बड़ौदा
"
1013,"गोड्डा
"
1014,"रायचूर
"
1015,"मोकोकचुआंग
"
1016,"गोड्डा
"
1017,"अंकलेश्वर
"
1018,"कोयंबतूर
"
1019,"आज़मगढ़
"
1020,"रोसड़ा
"
1021,"फ़िरोजाबाद
"
1022,"बीजापुर
"
1023,"तंजावुर
"
1024,"टीकमगढ
"
1025,"हासन
"
1026,"नोएडा
"
1027,"मैसूर
"
1028,"कोरबा
"
1029,"भद्रक
"
1030,"तिरूनेलवेली
"
1031,"तुमकुर
"
1032,"तिनसुकिया
"
1033,"जोधपुर
"
1034,"पिंपरी
"
1035,"गुरदासपुर
"
1036,"कटक
"
1037,"पिपली
"
1038,"सिलचर
"
1039,"हमीरपुर
"
1040,"बिजनौर
"
1041,"टीकमगढ
"
1042,"अलीगढ़
"
1043,"बेलगाँव
"
1044,"तंजावुर
"
1045,"ग्वालियर
"
1046,"पुणे
"
1047,"जशपुर
"
1048,"बरौनी
"
1049,"तंजावुर
"
1050,"कटक
"
1051,"हाफ़लांग
"
1052,"मधेपुरा
"
1053,"मथुरा
"
1054,"बाँदा
"
1055,"बीकानेर
"
1056,"ईटानगर
"
1057,"कूचबिहार
"
1058,"धारवाड़
"
1059,"भुवनेश्वर
"
1060,"सोमनाथ
"
1061,"शिलॉन्ग
"
1062,"बर्धमान
"
1063,"तूतीकोरन
"
1064,"जबलपुर
"
1065,"पावापुरी
"
1066,"इरोड
"
1067,"रायरंगपुर
"
1068,"अकबरपुर
"
1069,"कोचीन
"
1070,"होशंगाबाद
"
1071,"इंदौर
"
1072,"कन्नौज
"
1073,"डोडा
"
1074,"कोल्हापुर
"
1075,"बम्बई
"
1076,"राजमुंदरी
"
1077,"सहारनपुर
"
1078,"तंजावुर
"
1079,"बिहार
"
1080,"पलामू
"
1081,"कलिंपोंग
"
1082,"शिवसागर
"
1083,"घाटशिला
"
1084,"सहारनपुर
"
1085,"हैदरगढ़
"
1086,"कटरा
"
1087,"गाँधीनगर
"
1088,"रुद्रप्रयाग
"
1089,"पीलीभीत
"
1090,"आइजोल
"
1091,"सिलीगुड़ी
"
1092,"शिलॉन्ग
"
1093,"रायबरेली
"
1094,"अगरतला
"
1095,"दुर्ग
"
1096,"धारवाड़
"
1097,"वेरावल
"
1098,"तुएनसांग
"
1099,"कोयंबतूर
"
1100,"कोलकता
"
1101,"दुमका
"
1102,"मोतिहारी
"
1103,"गुड़गाँव
"
1104,"भीलवाड़ा
"
