,Place
504,"प्रयाग
"
505,"समस्तीपूर
"
506,"कागल
"
507,"मिर्जापूर
"
508,"तुमकुर
"
509,"चंद्रपूर
"
510,"रांची
"
511,"सांगली
"
512,"गुंटूर
"
513,"फतुहा
"
514,"जैरुसलेम
"
515,"जशपूर
"
516,"मुजफ्फरनगर
"
517,"बीदर
"
518,"राजगढ
"
519,"अंजनगाव
"
520,"चाईबासा
"
521,"पुरी
"
522,"गुड़गाव
"
523,"अयोध्या
"
524,"त्रिची
"
525,"कोल्हापूर
"
526,"पुणे
"
527,"पटना
"
528,"गुड़गाव
"
529,"फतेहगढ
"
530,"पठानकोट
"
531,"महाड
"
532,"कालीकत
"
533,"उन्नाव
"
534,"वाशी
"
535,"नाशिक
"
536,"गानगापूर
"
537,"रायगड
"
538,"हिसार
"
539,"इटारसी
"
540,"तंजावर
"
541,"ठाणे
"
542,"शिरूर
"
543,"रायचूर
"
544,"हल्द्वानी
"
545,"फैसलाबाद
"
546,"बोकारो
"
547,"सोमनाथ
"
548,"पैठण
"
549,"शिलांग
"
550,"दमोह
"
551,"आज़मगढ़
"
552,"जोधपूर
"
553,"नजीबाबाद टाटानगर
"
554,"घाटमपूर
"
555,"अम्बाला
"
556,"रामग़ड
"
557,"करवीर
"
558,"त्र्यंबकेश्र्वर
"
559,"झुंझुनू
"
560,"गगनबावडा
"
561,"टीकमगढ
"
562,"श्रीकाकुलम
"
563,"जत
"
564,"वर्धा
"
565,"पिंजौर
"
566,"झुंझुनू
"
567,"अहमदनगर
"
568,"मसूरी
"
569,"कुर्डूवाडी
"
570,"रामपूर
"
571,"बड़ौदा
"
572,"रीवा
"
573,"कूर्ग
"
574,"सोलन
"
575,"पंतनगर
"
576,"गडचिरोली
"
577,"कटक
"
578,"पिथौरागढ
"
579,"आज़मगढ़
"
580,"नागपूर
"
581,"अमृतसर
"
582,"जबलपूर
"
583,"कुरुक्षेत्र
"
584,"बस्ती
"
585,"कन्नौज
"
586,"नांदेड
"
587,"वाशीम
"
588,"पूर्णिया
"
589,"गणेशवाडी
"
590,"इचलकरंजी
"
591,"जलपाईगुड़ी
"
592,"कुंडल
"
593,"हलकर्णी
"
594,"गोड्डा
"
595,"काँची
"
596,"कायमगंज
"
597,"आसनसोल
"
598,"वाळवा
"
599,"जबलपूर
"
600,"हनुमानगड
"
601,"भिवंडी
"
602,"इरोड
"
603,"नेवाशे
"
604,"विजयवाड़ा
"
605,"कटक
"
606,"केदारनाथ
"
607,"चतरा
"
608,"मीरापूर
"
609,"खंडाळा
"
610,"अकोला
"
611,"चेन्नई
"
612,"कुडाळ
"
613,"मधुबनी
"
614,"झारसुगड़ा
"
615,"लेह
"
616,"नांदेड
"
617,"लेह
"
618,"चंपावत
"
619,"वसई
"
620,"कम्पिल
"
621,"रीवा
"
622,"पलामू
"
623,"रोसड़ा
"
624,"त्रिची
"
625,"प्रकाशम
"
626,"मंडी
"
627,"पैठण
"
628,"नांदेड
"
629,"समस्तीपूर
"
630,"फरीदाबाद
"
631,"भुवनेश्वर
"
632,"कुंडल
"
633,"गडहिंग्लज
"
634,"फिरोज़पूर
"
635,"हाजीपूर
"
636,"समस्तीपूर
"
637,"अकोला
"
638,"तिरूनेलवेली
"
639,"रत्नागढ़
"
640,"ताम्ब्रम
"
641,"अयोध्या
"
642,"फिरोजाबाद
"
643,"मैसूर
"
644,"रामग़ड
"
645,"नरकटियागंज
"
646,"बरौनी
"
647,"तिनसुकिया
"
648,"आग्रा
"
649,"पोर्ट ब्लेअर
"
650,"लोणार
"
651,"पीलीभीत
"
652,"देवगड
"
653,"ऊटी
"
654,"दरभंगा
"
655,"अबोहर
"
656,"जामनगर
"
657,"पिंपरी
"
658,"राधानगरी
"
659,"अंकलेश्वर
"
660,"कोच्ची
"
661,"फतुहा
"
662,"शिंगणापूर
"
663,"चांगलांग
"
664,"अहमदनगर
"
665,"चिकमंगळूर
"
666,"गुवाहाटी
"
667,"रामटेक
"
668,"जामताड़ा
"
669,"तुळजापूर
"
670,"प्रकाशम
"
671,"दुमका
"
672,"कानपूर
"
673,"गानगापूर
"
674,"जलंधर
"
675,"सतारा
"
676,"दुमका
"
677,"गिरीडीह
"
678,"सेनापती
"
679,"हुपरी
"
680,"इचलकरंजी
"
681,"माळशीरस
"
682,"टिटलागढ
"
683,"भुसावळ
"
684,"विलासपूर
"
685,"केदारनाथ
"
686,"पावापुरी
"
687,"श्रीगोंदा
"
688,"खंडाळा
"
689,"बड़ौदा
"
690,"त्र्यंबकेश्र्वर
"
691,"भोगावती
"
692,"दुर्ग
"
693,"फैसलाबाद
"
694,"नलगोंडा
"
695,"चांगलांग
"
696,"बिजनौर
"
697,"शेगाव
"
698,"टीकमगढ
"
699,"अंबिकापूर
"
700,"हल्द्वानी
"
701,"नेल्लूर
"
702,"मोतिहारी
"
703,"आसनसोल
"
704,"आंबोली
"
705,"चिकमंगळूर
"
706,"त्र्यंबकेश्र्वर
"
707,"सांगली
"
708,"पालघर
"
709,"दुर्गापूर
"
710,"भिवंडी
"
711,"त्रिची
"
712,"बार्शी
"
713,"फिरोज़पूर
"
714,"भिवंडी
"
715,"पनवेल
"
716,"ज्योतीबा
"
717,"ईटानगर
"
718,"गगनबावडा
"
719,"कुचेरा चुनार
"
720,"पटना
"
721,"धर्मशाला
"
722,"इटारसी
"
723,"पुरी
"
724,"चिकमंगळूर
"
725,"हिसार
"
726,"विशाखापट्टनम
"
727,"रोपड़
"
728,"शिमला
"
729,"अयोध्या
"
730,"मिरज
"
731,"र्शिडी
"
732,"गडचिरोली
"
733,"कोचीन
"
734,"कूचबिहार
"
735,"चंपारण
"
736,"राजकोट
"
737,"त्रिची
"
738,"एटा
"
739,"चेन्नई
"
740,"शिमला
"
741,"अनंतनाग
"
742,"माळशीरस
"
743,"गोआलपाड़ा
"
744,"सिंधुदुर्ग
"
745,"मोतिहारी
"
746,"कोहिमा
"
747,"प्रकाशम
"
748,"पुणे
"
749,"बोकारो
"
750,"कोडरमा
"
751,"श्रीनगर
"
752,"बांकुड़ा
"
753,"ऊटी
"
754,"गोरखपूर
"
755,"अकबरपूर
"
756,"जामखेड
"
757,"डोडा
"
758,"डिब्रूगढ
"
759,"सोनी
"
760,"प्रयाग
"
761,"उल्हासनगर
"
762,"जुन्नूर
"
763,"आज़मगढ़
"
764,"पॉन्डिचेरी
"
765,"राजगढ
"
766,"मवाना
"
767,"त्र्यंबकेश्र्वर
"
768,"तुळजापूर
"
769,"मोतिहारी
"
770,"नेल्लूर
"
771,"पोर्ट ब्लेअर
"
772,"काँची
"
773,"कुर्सियांग
"
774,"मुजफ्फरपूर
"
775,"गुड़गाव
"
776,"मिर्जापूर
"
777,"कल्याण
"
778,"आनंद
"
779,"त्र्यंबकेश्र्वर
"
780,"डिंडीगुल
"
781,"लडाख
"
782,"हमीरपूर
"
783,"उदयपूर
"
784,"प्रयाग
"
785,"गुरदासपूर
"
786,"वाशी
"
787,"पठानकोट
"
788,"मुजफ्फरनगर
"
789,"फतुहा
"
790,"मुजफ्फरनगर
"
791,"सोपोर
"
792,"बांकुड़ा
"
793,"आइजोल
"
794,"गोंदिया
"
795,"मुजफ्फरनगर
"
796,"हिंगोली
"
797,"झुंझुनू
"
798,"रामग़ड
"
799,"चंदगड
"
800,"जोवाई
"
801,"भोर
"
802,"चूड़ाचांदपूर
"
803,"पिलानी
"
804,"पन्हाळा
"
805,"तूतीकोरन
"
806,"शिमला
"
807,"कोच्ची
"
808,"पंढरपूर
"
809,"गोड्डा
"
810,"भुसावळ
"
811,"नेल्लूर
"
812,"अकबरपूर
"
813,"कुर्सियांग
"
814,"रायबरेली
"
815,"इटारसी
"
816,"अयोध्या
"
817,"पिंपरी
"
818,"सातारा
"
819,"झुंझुनू
"
820,"मालेगाव
"
821,"र्शिडी
"
822,"कोच्ची
"
823,"विशाखापट्टनम
"
824,"कन्याकुमारी
"
825,"बुलंदशहर
"
826,"जळगाव
"
827,"नंदगाव
"
828,"अम्बाला
"
829,"दरभंगा
"
830,"देवगड
"
831,"कोडरमा
"
832,"जळगाव
"
833,"पुरी
"
834,"कूचबिहार
"
835,"वारंगल
"
836,"शिरोळ
"
837,"हाफलांग
"
838,"कालीकत
"
839,"पारनेर
"
840,"अनंतनाग
"
841,"यवतमाळ
"
842,"बीकानेर
"
843,"देवघर
"
844,"रायचूर
"
845,"बेरमो
"
846,"चंपावत
"
847,"आनंद
"
848,"मसूरी
"
849,"लोहरदग्गा
"
850,"बिजापूर
"
851,"अनंतनाग
"
852,"रामपूर
"
853,"डोडा
"
854,"पुणे
"
855,"शिवसागर
"
856,"होशंगाबाद
"
857,"मधेपुरा
"
858,"पुरुलिया
"
859,"कोरेगाव
"
860,"इटारसी
"
861,"भिलाई
"
862,"अजमेर
"
863,"उन्नाव
"
864,"शिलांग
"
865,"गोड्डा
"
866,"वेरावल
"
867,"रेनापूर
"
868,"नरकटियागंज
"
869,"हल्द्वानी
"
870,"पुणे
"
871,"राजमुंदरी
"
872,"खिद्रापूर
"
873,"ताम्ब्रम
"
874,"आंळदी
"
875,"पॉन्डिचेरी
"
876,"कात्रज
"
877,"त्र्यंबकेश्र्वर
"
878,"घाटशिला
"
879,"वाशी
"
880,"खंडाळा
"
881,"तासगाव
"
882,"हिंगोली
"
883,"नोएडा
"
884,"समस्तीपूर
"
885,"तिरूनेलवेली
"
886,"लुधियाना
"
887,"रायचूर
"
888,"कोईमतूर
"
889,"मुंबई
"
890,"महाबळेश्वर
"
891,"पोर्ट ब्लेअर
"
892,"फिरोजाबाद
"
893,"पिंपरी
"
894,"उमरगा
"
895,"भुवनेश्वर
"
896,"गिरीडीह
"
897,"फिरोजाबाद
"
898,"खंडाळा
"
899,"पिथौरागढ
"
900,"रत्नागीरी
"
901,"हिंगोली
"
902,"मधुबनी
"
903,"हलकर्णी
"
904,"हल्दिया
"
905,"गोड्डा
"
906,"र्शिडी
"
907,"कोपरगाव
"
908,"राहुरी
"
909,"आसनसोल
"
910,"सोलापूर
"
911,"अमळनेर
"
912,"खुर्जा
"
913,"इचलकरंजी
"
914,"खिद्रापूर
"
915,"कोचीन
"
916,"जळगाव
"
917,"अकोला
"
918,"माधवनगर
"
919,"वर्धा
"
920,"पुणे
"
921,"मथुरा
"
922,"सिंधुदुर्ग
"
923,"सोलापूर
"
924,"पिपली
"
925,"नेल्लूर
"
926,"मंगळवेढा
"
927,"भोर
"
928,"बुलंदशहर
"
929,"मेरठ
"
930,"शिमोगा
"
931,"मवाना
"
932,"पुरी
"
933,"मालेगाव
"
934,"वेरावल
"
935,"अमृतसर
"
936,"महाड
"
937,"चिपळून
"
938,"उमरगा
"
939,"लातूर
"
940,"तुरा
"
941,"कालाहांडी
"
942,"भुवनेश्वर
"
943,"बेल्लारी
"
944,"शिमोगा
"
945,"करवीर
"
946,"सोलन
"
947,"तिनसुकिया
"
948,"रंगारेड्डी
"
949,"धारवाड़
"
950,"हासन
"
951,"भुवनेश्वर
"
952,"अहमदनगर
"
953,"कूचबिहार
"
954,"बांसवाड़ा
"
955,"भोपाळ
"
956,"वाळवा
"
957,"नंदगाव
"
958,"कम्पिल
"
959,"हाजीपूर
"
960,"औरंगाबाद
"
961,"रंगारेड्डी
"
962,"पोर्ट ब्लेअर
"
963,"कोरेगाव
"
964,"अकोला
"
965,"गडचिरोली
"
966,"मवाना
"
967,"गुंटूर
"
968,"कलिंपोंग
"
969,"पिपली
"
970,"बांकुड़ा
"
971,"मलकापूर
"
972,"खुर्जा
"
973,"हनुमानगड
"
974,"वेल्लूर
"
975,"तुळजापूर
"
976,"जलंधर
"
977,"अजरा
"
978,"मसूरी
"
979,"प्रकाशम
"
980,"कन्नौज
"
981,"जोवाई
"
982,"अमळनेर
"
983,"अकबरपूर
"
984,"राजमुंदरी
"
985,"चिंचवड
"
986,"हिंगोली
"
987,"वाशीम
"
988,"सतारा
"
989,"गंगटोक
"
990,"सातारा
"
991,"अमळनेर
"
992,"खटाव
"
993,"शिरोळ
"
994,"गांधीनगर
"
995,"नेवाशे
"
996,"लाड़नू
"
997,"गोंदिया
"
998,"संबलपूर
"
999,"संगमनेर
"
1000,"तूतीकोरन
"
1001,"जशपूर
"
1002,"बीकानेर
"
1003,"बुलंदशहर
"
1004,"पूर्णिया
"
1005,"कोरेगाव
"
1006,"चाईबासा
"
1007,"पाटण
"
1008,"संबलपूर
"
1009,"गोवा
"
1010,"अहमदनगर
"
1011,"मोतिहारी
"
1012,"हुपरी
"
1013,"राजगढ
"
1014,"अकोला
"
1015,"नेसरी
"
1016,"अयोध्या
"
1017,"उदगीर
"
1018,"झाशी
"
1019,"भोगावती
"
1020,"धर्मशाला
"
1021,"बेरमो
"
1022,"चिंचवड
"
1023,"हजारीबाग
"
1024,"तुरा
"
1025,"हनुमानगड
"
1026,"लोणार
"
1027,"बुलंदशहर
"
1028,"रायगड
"
1029,"जम्मू
"
1030,"जमशेदपूर
"
1031,"हल्दिया
"
1032,"झारसुगड़ा
"
1033,"बिजनौर
"
1034,"देहू
"
1035,"जम्मू
"
1036,"टिटलागढ
"
1037,"दरभंगा
"
1038,"बिजनौर
"
1039,"सिमडेगा
"
1040,"जालना
"
1041,"नरकटियागंज
"
1042,"खुर्जा
"
1043,"वाळवा
"
1044,"रांची
"
1045,"लोणावळा
"
1046,"तुरा
"
1047,"इरोड
"
1048,"जम्मू
"
1049,"कात्रज
"
1050,"हम्पी
"
1051,"पलामू
"
1052,"पलामू
"
1053,"ईटानगर
"
1054,"त्र्यंबकेश्र्वर
"
1055,"नेसरी
"
1056,"मंडी
"
1057,"सिंधुदुर्ग
"
1058,"विजयवाड़ा
"
1059,"लेह
"
1060,"त्र्यंबकेश्र्वर
"
1061,"झारसुगड़ा
"
1062,"नलगोंडा
"
1063,"कन्नौज
"
1064,"बेरमो
"
1065,"मंगळवेढा
"
1066,"पिलानी
"
1067,"इस्लामपूर
"
1068,"मलकापूर
"
1069,"उमरगा
"
1070,"कोईमतूर
"
1071,"ज्योतीबा
"
1072,"जमशेदपूर
"
1073,"विलियमनगर
"
1074,"कोपरगाव
"
1075,"उमरगा
"
1076,"अमृतसर
"
1077,"राजापूर
"
1078,"बस्ती
"
1079,"कुरुक्षेत्र
"
1080,"समस्तीपूर
"
1081,"सतारा
"
1082,"खेड
"
1083,"कामेवाडी
"
1084,"होशियारपूर
"
1085,"तिनसुकिया
"
1086,"फतुहा
"
1087,"रतलाम
"
1088,"हरिद्वार
"
1089,"टिटलागढ
"
1090,"बिहार शरीफ़
"
1091,"त्र्यंबकेश्र्वर
"
1092,"सोलन
"
1093,"चंडीगढ
"
1094,"जामनगर
"
1095,"झाशी
"
1096,"पणजी
"
1097,"जोधपूर
"
1098,"हल्द्वानी
"
1099,"बैंगलोर
"
1100,"कोट्टायम
"
1101,"अंजनगाव
"
1102,"गोंडा
"
1103,"गंगटोक
"
1104,"रोपड़
"
1105,"चिपळून
"
1106,"शिमला
"
1107,"नेल्लूर
"
1108,"केदारनाथ
"
1109,"नोएडा
"
1110,"बेरमो
"
1111,"बीदर
"
1112,"धर्मशाला
"
1113,"गोपालपूर
"
1114,"चंद्रपूर
"
1115,"जबलपूर
"
1116,"जबलपूर
"
1117,"कोरबा
"
1118,"कामेवाडी
"
1119,"फैसलाबाद
"
1120,"हिसार
"
1121,"गानगापूर
"
1122,"यवतमाळ
"
1123,"इटारसी
"
1124,"हल्द्वानी
"
1125,"राजगढ
"
1126,"बिहार
"
1127,"उदयपूर
"
1128,"रामनाथपुरम
"
