,Place
397,"કોરબા
"
398,"લાડનૂ
"
399,"દેવઘર
"
400,"લીમખેડા
"
401,"ગાંધીધામ
"
402,"મોકોકચુઆંગ
"
403,"એટા
"
404,"ધારવાડ
"
405,"કોચીન
"
406,"તુરા
"
407,"ચોપન
"
408,"શિમોગા
"
409,"અજમેર
"
410,"પટના
"
411,"છિંદવાડા
"
412,"કલોલ
"
413,"કટિહાર
"
414,"રાપર
"
415,"વિલાસપુર
"
416,"ઇરોડ
"
417,"માંડવી
"
418,"પિપલી
"
419,"કટક
"
420,"અનંતનાગ
"
421,"ઝાંસી
"
422,"તુમકુર
"
423,"કન્યાકુમારી
"
424,"રત્નાગઢ
"
425,"પંઢરપુર
"
426,"બિહાર શરીફ
"
427,"પિલાની
"
428,"બિદર
"
429,"કડાણા
"
430,"પિંજોર
"
431,"કટિહાર
"
432,"કોટ્ટાયમ
"
433,"અહમદનગર
"
434,"તામ્બ્રમ
"
435,"નોયડા
"
436,"અકબરપુર
"
437,"હાફ્લાંગ
"
438,"કટક
"
439,"દાર્જિલિંગ
"
440,"તિરુનેલવેલી
"
441,"ભિંડ
"
442,"પણજી
"
443,"રત્નાગીરી
"
444,"ઉદયપુર
"
445,"અલવર
"
446,"કોઇમ્બતૂર
"
447,"શ્રીગંગાનગર
"
448,"અયોધ્યા
"
449,"રાયબરેલી
"
450,"પઠાનકોટ
"
451,"કોઇમ્બતૂર
"
452,"નોયડા
"
453,"છોટાઉદેપુર
"
454,"ગોરખપુર
"
455,"ગંગટોક
"
456,"કાંચી
"
457,"ગાજીપુર
"
458,"બાંસવાડા
"
459,"ભદ્રક
"
460,"આઇજોલ
"
461,"ભીલવાડા
"
462,"ચંપાવત
"
463,"દેવઘર
"
464,"બિહાર
"
465,"કોડરમા
"
466,"જામનગર
"
467,"રતલામ
"
468,"ઇંદોર
"
469,"હાસન
"
470,"ખમ્મમ
"
471,"વેલ્લોર
"
472,"નાલગોંડા
"
473,"રામપુર
"
474,"સમસ્તીપુર
"
475,"લાડનૂ
"
476,"અંબિકાપુર
"
477,"રામનાથપુરમ
"
478,"બસ્તી
"
479,"જબલપુર
"
480,"દેહરાદૂન
"
481,"કૂર્ગ
"
482,"આસનસોલ
"
483,"ભિંડ
"
484,"સાણંદ
"
485,"ગોરખપુર
"
486,"જયનગર
"
487,"ગંગાનગર
"
488,"અબોહર
"
489,"ભિંડ
"
490,"જોવાઈ
"
491,"ધનબાદ
"
492,"દેવઘર
"
493,"બર્ધમાન
"
494,"આંગલોંગ
"
495,"હાઝીપુર
"
496,"આંધ્રપ્રદેશ
"
497,"સાવલી
"
498,"સંબલપુર
"
499,"અમરેલી
"
500,"વરાંગલ
"
501,"કટિહાર
"
502,"ઉન્નાવ
"
503,"કોડરમા
"
504,"ધોળકા
"
505,"ફતેહગઢ
"
506,"જંબુસર
"
507,"ત્રિવેન્દ્રમ
"
508,"શિમોગા
"
509,"ગંગટોક
"
510,"જૂનાગઢ
"
511,"મદુરાઈ
"
512,"નાલગોંડા
"
513,"પુરી
"
514,"હરદોઈ
"
515,"સીતાપુર
"
516,"એર્નાકુલમ
"
517,"વડગામ
"
518,"અગરતલા
"
519,"વડગામ
"
520,"તામ્બ્રમ
"
521,"શિવસાગર
"
522,"કેદારનાથ
"
523,"હાસન
"
524,"શિવસાગર
"
525,"કટરા
"
526,"હરિદ્વાર
"
527,"બિહાર
"
528,"સંખેડા
"
529,"કવાંટ
"
530,"ધ્રોલ
"
531,"ફતેહગઢ
"
532,"દુર્ગ
"
533,"પીલીભીત
"
534,"ધ્રોલ
"
535,"ધંધુકા
"
536,"બેરમો
"
537,"બરોડા
"
538,"કોલ્હાપુર
"
539,"પિપલી
"
540,"વેરાવળ
"
541,"કુરુક્ષેત્ર
"
542,"પાટણ
"
543,"હાસન
"
544,"રતલામ
"
545,"જોવાઈ
"
546,"ગંગાનગર
"
547,"જયપુર
"
548,"મદુરાઈ
"
549,"ચૂડાચાંદપુર
"
550,"જમ્મૂ
"
551,"ભદ્રક
"
552,"મધુબની
"
553,"કોહિમા
"
554,"જયપુર
"
555,"રાયપુર
"
556,"તૂતીકોરન
"
557,"કટિહાર
"
558,"આસનસોલ
"
559,"ધ્રોલ
"
560,"શિનોર
"
561,"મોતીહરી
"
562,"છિંદવાડા
"
563,"બિજાપુર
"
564,"લેહ
"
565,"ઉસ્માનાબાદ
"
566,"ગયા
"
567,"નૌગાંવ
"
568,"મુંબઈ
"
569,"શિમલા
"
570,"ડિંડીગુલ
"
571,"પોંડિચેરી
"
572,"ધંધુકા
"
573,"વિલાસપુર
"
574,"ભદ્રક
"
575,"ઉમરપાડા
"
576,"પટના
"
577,"ચોપન
"
578,"બરોની
"
579,"મીરટ
"
580,"ભોપાલ
"
581,"જોવાઈ
"
582,"જેસલમેર
"
583,"કાલીકટ
"
584,"રોસડા
"
585,"જલંધર
"
586,"ઠાણે
"
587,"સુરત
"
588,"ફતુહા
"
589,"ત્રિચુર
"
590,"બિલિમોરા
"
591,"દેવરિયા
"
592,"બિલિમોરા
"
593,"દહેગામ
"
594,"પુણે
"
595,"ચંપારણ
"
596,"સંબલપુર
"
597,"પ્રયાગ
"
598,"અલંગ
"
599,"હનુમાનગઢ
"
600,"પાવાપુરી
"
601,"અકબરપુર
"
602,"દેવઘર
"
603,"રાજગઢ
"
604,"મોરબી
"
605,"બેતૂલ
"
606,"મેહસાણા
"
607,"જમશેદપુર
"
608,"ભાગલપુર
"
609,"સોલન
"
610,"નરવર
"
611,"સુરત
"
612,"પંઢરપુર
"
613,"વર્ધા
"
614,"ત્રિચુર
"
615,"મુંબઈ
"
616,"પાવાપુરી
"
617,"પાલીતાણા
"
618,"કાનપુર
"
619,"વડગામ
"
620,"ભિંડ
"
621,"શ્રીગંગાનગર
"
622,"દેવરિયા
"
623,"ત્રિચુર
"
624,"મહુવા
"
625,"નાગપુર
"
626,"મોરબી
"
627,"વલસાડ
"
628,"અબોહર
"
629,"કોટ્ટાયમ
"
630,"જલગાંવ
"
631,"હાપુડ
"
632,"જલપાઈગુડી
"
633,"હાસન
"
634,"સાણંદ
"
635,"અનંતનાગ
"
636,"અજમેર
"
637,"ગૌહાટી
"
638,"સોપોર
"
639,"ભાવનગર
"
640,"ઈટાનગર
"
641,"વેલ્લોર
"
642,"નડીઆદ
"
643,"ગોવા
"
644,"લીંબડી
"
645,"પંતનગર
"
646,"ગોરખપુર
"
647,"ઝરિયા
"
648,"પીલીભીત
"
649,"પુણે
"
650,"હોશંગાબાદ
"
651,"ગોવા
"
652,"આણંદ
"
653,"ભરુચ
"
654,"વરાંગલ
"
655,"બાંસવાડા
"
656,"બિલાસપુર
"
657,"ઊટી
"
658,"સેનાપતિ
"
659,"દેવગઢબારિયા
"
660,"અંકલેશ્વર
"
661,"બરોડા
"
662,"ઈમ્ફાલ
"
663,"બિકાનેર
"
664,"લેહ
"
665,"મેહસાણા
"
666,"પલામૂ
"
667,"ચોપન
"
668,"જબલપુર
"
669,"લખીમપુર
"
670,"ચાંગલાંગ
"
671,"આંગલોંગ
"
672,"બેગૂસરાય
"
673,"વાંકાનેર
"
674,"રુદ્રપ્રયાગ
"
675,"વિશાખાપટનમ
"
676,"બેતૂલ
"
677,"હલ્દ્વાની
"
678,"તુરા
"
679,"વિલાસપુર
"
680,"ત્રિચુર
"
681,"ધંધુકા
"
682,"ભાગલપુર
"
683,"ગોવા
"
684,"જમ્મૂ
"
685,"સંબલપુર
"
686,"કલોલ
"
687,"અલાહાબાદ
"
688,"નાંદેડ
"
689,"ચંદીગઢ
"
690,"વાસ્કો ડી ગામા
"
691,"સુરેન્દ્રનગર
"
692,"ફૈસલાબાદ
"
693,"બસ્તી
"
694,"દમોહ
"
695,"તુરા
"
696,"મોતીહરી
"
697,"પટના
"
698,"સુપોલ
"
699,"બિજાપુર
"
700,"રામનાથપુરમ
"
701,"સેનાપતિ
"
702,"ત્રિચુર
"
703,"કલકત્તા
"
704,"ચંદીગઢ
"
705,"વેરાવળ
"
706,"કોલકતા/કોલકાતા
"
707,"રોપડ
"
708,"મસૂરી
"
709,"જોવાઈ
"
710,"ઘાટમપુર
"
711,"મધુબની
"
712,"જૂનાગઢ
"
713,"કન્યાકુમારી
"
714,"અકબરપુર
"
715,"ભદ્રક
"
716,"પંઢરપુર
"
717,"કટરા
"
718,"દરભંગા
"
719,"અંબિકાપુર
"
720,"વાંકાનેર
"
721,"હઝારીબાગ
"
722,"મસૂરી
"
723,"પટના
"
724,"ડોડા
"
725,"સતારા
"
726,"ઉમરપાડા
"
727,"ઠાણે
"
728,"મંડી
"
729,"ભિલાઈ
"
730,"હનુમાનગઢ
"
731,"ગોધરા
"
732,"લખીમપુર
"
733,"ગયા
"
734,"મધુબની
"
735,"મેહસાણા
"
736,"પાલનપુર
"
737,"પલામૂ
"
738,"છોટાઉદેપુર
"
739,"સાલેમ
"
740,"મંડી
"
741,"મોતીહરી
"
742,"વરાંગલ
"
743,"સોમનાથ
"
744,"ફતેહગઢ
"
745,"રાજગઢ
"
746,"ગોરખપુર
"
747,"સિમડેગા
"
748,"બારડોલી
"
749,"વાસ્કો ડી ગામા
"
750,"ગુડગાંવ
"
751,"હાપુડ
"
752,"હારીજ
"
753,"લોહરદગ્ગા
"
754,"બરોની
"
755,"નૈનીતાલ
"
756,"ફતુહા
"
757,"કવાંટ
"
758,"મધુબની
"
759,"કનૌજ
"
760,"બર્ધમાન
"
761,"મંડી
"
762,"કલકત્તા
"
763,"કોચી
"
764,"મુંબઈ
"
765,"નાસિક
"
766,"બાલાસોર
"
767,"સાણંદ
"
768,"ચંપાવત
"
769,"કુરુક્ષેત્ર
"
770,"નાલગોંડા
"
771,"અમૃતસર
"
772,"નસવાડી
"
773,"અલવર
"
774,"કોચીન
"
775,"ડિંડીગુલ
"
776,"કોલ્હાપુર
"
777,"સુરેન્દ્રનગર
"
778,"ડિંડીગુલ
"
779,"શ્રીગંગાનગર
"
780,"નસવાડી
"
781,"દરભંગા
"
782,"ગ્વાલિયર
"
783,"ત્રિચુર
"
784,"ત્રિવેન્દ્રમ
"
785,"સોપોર
"
786,"બેગૂસરાય
"
787,"કાનપુર
"
788,"બિદર
"
789,"અગરતલા
"
790,"સમસ્તીપુર
"
791,"શિવસાગર
"
792,"બર્ધમાન
"
793,"કાયમગંજ
"
794,"ઊટી
"
795,"કન્યાકુમારી
"
796,"યશવંતપુર
"
797,"ભુવનેશ્વર
"
798,"મુઝફ્ફરનગર
"
799,"વાસ્કો ડી ગામા
"
800,"લકનૌ
"
801,"પુરી
"
802,"ચોપન
"
803,"કેદારનાથ
"
804,"રામપુર
"
805,"જંબુસર
"
806,"રાપર
"
807,"બેરમો
"
808,"સિમડેગા
"
809,"જલગાંવ
"
810,"બેગૂસરાય
"
811,"નાસિક
"
812,"જોડિયા
"
813,"બેલગાંવ
"
814,"મોરબી
"
815,"શ્રીનગર
"
816,"ઔરંગાબાદ
"
817,"રામગઢ
"
818,"કટક
"
819,"અલંગ
"
820,"પોરબંદર
"
821,"હાફ્લાંગ
"
822,"શિમોગા
"
823,"ધંધુકા
"
824,"ગ્વાલિયર
"
825,"યશવંતપુર
"
826,"રાજમુંદરી
"
827,"મેહસાણા
"
828,"ઉસ્માનાબાદ
"
829,"ગોધરા
"
830,"બસ્તી
"
831,"રોસડા
"
832,"ભિલાઈ
"
833,"હળવદ
"
834,"ઝાંસી
"
835,"રાયચૂર
"
836,"ગંગટોક
"
837,"નરવર
"
838,"અમ્બાલા
"
839,"અજમેર
"
840,"પિથોરાગઢ
"
841,"ઉસ્માનાબાદ
"
842,"એર્નાકુલમ
"
843,"રત્નાગઢ
"
844,"બારડોલી
"
845,"આણંદ
"
846,"મધુબની
"
847,"શિલોંગ
"
848,"ભાવનગર
"
849,"જંબુસર
"
850,"જબલપુર
"
851,"રત્નાગીરી
"
852,"દુર્ગ
"
853,"મુંબઈ
"
854,"ભિંડ
"
855,"રત્નાગીરી
"
856,"બુલંદશહેર
"
857,"મુંબઈ
"
858,"પુણે
"
859,"ગાંધીનગર
"
860,"ભિલાઈ
"
861,"રાયપુર
"
862,"ફિરોઝપુર
"
863,"હાઝીપુર
"
864,"સંબલપુર
"
865,"ગયા
"
866,"વેલ્લોર
"
867,"ઝુંઝુનૂ
"
868,"ઈટાનગર
"
869,"ગાંધીનગર
"
870,"નાલગોંડા
"
871,"દેવરિયા
"
872,"વારાણસી/બનારસ
"
873,"ચોટીલા
"
874,"બેંગલોર
"
875,"મુંબઈ
"
876,"ખેડા
"
877,"બર્ધમાન
"
878,"ત્રિચુર
"
879,"ધનબાદ
"
880,"બસ્તી
"
881,"જોધપુર
"
882,"અમદાવાદ
"
883,"ફતેહગઢ
"
884,"વિરમગામ
"
885,"ગંગાનગર
"
886,"ત્રિચુર
"
887,"ગોવા
"
888,"કુરુક્ષેત્ર
"
889,"શિલોંગ
"
890,"નરકટિયાગંજ
"
891,"ગંગાનગર
"
892,"હાપુડ
"
893,"કોઇમ્બતૂર
"
894,"કાંચી
"
895,"જામનગર
"
896,"જંબુસર
"
897,"રોપડ
"
898,"ભોપાલ
"
899,"પાવાપુરી
"
900,"બિહાર શરીફ
"
901,"ગોધરા
"
902,"પુરી
"
903,"વલસાડ
"
904,"આણંદ
"
905,"કોલ્હાપુર
"
906,"સિહોર
"
907,"જબલપુર
"
908,"નવસારી
"
909,"ભરતપુર
"
910,"દેવરિયા
"
911,"અયોધ્યા
"
912,"ઈમ્ફાલ
"
913,"વિરમગામ
"
914,"કટરા
"
915,"ફરીદાબાદ
"
916,"બિદર
"
917,"વિલાસપુર
"
918,"ગ્વાલિયર
"
919,"લખીમપુર
"
920,"કવાંટ
"
921,"ગુરદાસપુર
"
922,"આસનસોલ
"
923,"ગોધરા
"
924,"લીમખેડા
"
925,"અમ્બાલા
"
926,"ફિરોઝાબાદ
"
927,"તુરા
"
928,"પિથોરાગઢ
"
929,"ગોપાલપુર
"
930,"રાયરંગપુર
"
931,"જમશેદપુર
"
932,"ધંધુકા
"
933,"મીરટ
"
934,"વિરમગામ
"
935,"દેવગઢબારિયા
"
936,"ઉપલેટા
"
937,"ગિરીડીહ
"
938,"પીલીભીત
"
939,"રાયગઢ
"
940,"પલામૂ
"
941,"રુદ્રપ્રયાગ
"
942,"સંખેડા
"
943,"અનંતનાગ
"
944,"ચંદીગઢ
"
945,"આસનસોલ
"
946,"ઉપલેટા
"
947,"ચાંગલાંગ
"
948,"જલપાઈગુડી
"
949,"મુઝફ્ફરનગર
"
950,"અમૃતસર
"
951,"ગાજીપુર
"
952,"ગોપાલપુર
"
953,"વલ્લભગઢ
"
954,"ખેડા
"
955,"પિંજોર
"
956,"ફૈસલાબાદ
"
957,"એટા
"
958,"દિલ્લી, નવી દિલ્લી
"
959,"તિરુનેલવેલી
"
960,"વિલાસપુર
"
961,"ગોંડા
"
962,"અમદાવાદ
"
963,"ઊંઝા
"
964,"વરાંગલ
"
965,"ઇંદોર
"
966,"મીરટ
"
967,"પિપલી
"
968,"લીંબડી
"
969,"ભુવનેશ્વર
"
970,"ભરુચ
"
971,"બાંસવાડા
"
972,"ઉપલેટા
"
973,"કાલીકટ
"
974,"અલીગઢ
"
975,"બેંગલોર
"
976,"ગાંધીનગર
"
977,"મથુરા
"
978,"ભુજ
"
979,"હાઝીપુર
"
980,"પાટણ
"
981,"પિથોરાગઢ
"
982,"ઉપલેટા
"
983,"સમસ્તીપુર
"
984,"રાયપુર
"
985,"જૂનાગઢ
"
986,"પાટણ
"
987,"બેરમો
"
988,"જંબુસર
"
989,"વારાણસી/બનારસ
"
990,"રાજગઢ
"
991,"બિદર
"
992,"બોકારો
"
993,"વડગામ
"
994,"ચાંગલાંગ
"
995,"વિશાખાપટનમ
"
996,"જંબુસર
"
997,"સોમનાથ
"
998,"ગંગટોક
"
999,"જમશેદપુર
"
1000,"કોચીન
"
1001,"ગોધરા
"
1002,"દેવરિયા
"
1003,"રાયબરેલી
"
1004,"ચોટીલા
"
1005,"વડગામ
"
1006,"આંગલોંગ
"
1007,"રતલામ
"
1008,"બુલંદશહેર
"
1009,"હોશંગાબાદ
"
1010,"પોર્ટ બ્લેર
"
1011,"અહમદનગર
"
1012,"પિંજોર
"
1013,"આઇજોલ
"
1014,"વેરાવળ
"
1015,"બાંસવાડા
"
1016,"સાવલી
"
1017,"દાંતીવાડા
"
1018,"ત્રિચી
"
1019,"મુઝફ્ફરનગર
"
1020,"ઉસ્માનાબાદ
"
1021,"હલ્દિયા
"
1022,"હલ્દિયા
"
1023,"ખગડિયા
"
1024,"શિમલા
"
1025,"ચેન્નઈ
"
1026,"લખીમપુર
"
1027,"કાલીકટ
"
1028,"બોકારો
"
1029,"અયોધ્યા
"
1030,"મધેપુરા
"
1031,"દેવગઢબારિયા
"
1032,"રામગઢ
"
1033,"રાજકોટ
"
1034,"ડિંડીગુલ
"
1035,"પાટણ
"
1036,"મદુરાઈ
"
1037,"ઔરંગાબાદ
"
1038,"ગોપાલપુર
"
1039,"ભાગલપુર
"
1040,"ગોંડા
"
1041,"ફૈઝાબાદ
"
1042,"પ્રકાશમ
"
